Year,Day,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
2013,07,0.0,20.6,41.5,57.9,72.4,85.8,97.4,108.1,114.4,117.9,118.9,123.2
2013,08,0.0,20.6,43.5,60.1,72.7,86.2,99.0,108.1,114.4,117.9,118.9,123.2
2013,09,0.0,20.6,44.1,61.9,72.7,86.2,99.5,108.1,114.4,117.9,118.9,123.2
2013,10,0.0,20.6,44.6,62.2,72.8,86.2,99.8,108.1,114.4,117.9,119.3,123.3
2013,11,0.0,20.6,44.6,62.4,72.9,86.2,100.5,108.1,114.4,117.9,119.3,123.3
2013,12,0.0,22.0,45.2,62.4,73.1,86.3,100.5,108.1,114.4,117.9,119.3,123.3
2013,13,0.6,23.4,45.9,62.4,73.4,87.2,101.0,108.1,114.8,117.9,119.3,123.3
2013,14,1.4,23.8,46.1,62.5,73.6,87.6,103.5,108.6,114.9,117.9,119.3,123.3
2013,15,3.2,24.1,46.2,62.5,74.1,87.8,103.8,108.6,114.9,117.9,119.4,123.3
2013,16,5.2,24.2,47.1,62.5,74.1,88.5,103.8,108.8,115.0,118.0,119.5,123.3
2013,17,5.4,24.3,48.4,62.5,74.7,89.4,104.0,109.3,115.0,118.1,119.5,123.3
2013,18,5.4,24.7,49.5,62.5,74.9,90.3,104.0,109.5,115.0,118.1,119.5,123.6
2013,19,6.1,25.6,50.4,62.6,75.1,90.9,105.3,109.7,115.0,118.1,119.5,123.6
2013,20,7.0,29.3,50.8,62.6,75.1,91.3,106.6,109.7,115.3,118.1,119.5,123.7
2013,21,7.5,29.4,51.5,62.6,75.4,93.3,106.8,109.7,115.9,118.1,119.5,123.8
2013,22,7.7,29.9,52.2,62.6,76.3,94.4,106.9,110.2,116.3,118.1,119.5,123.8
2013,23,8.0,30.3,52.3,62.6,78.6,94.6,106.9,111.3,116.3,118.1,119.5,125.0
2013,24,8.2,32.9,53.3,62.6,80.0,94.6,106.9,111.8,116.7,118.1,119.5,125.8
2013,25,8.6,32.9,54.0,63.2,80.2,94.6,106.9,112.0,117.1,118.1,119.5,125.9
2013,26,8.6,32.9,55.3,63.7,82.2,94.6,106.9,112.1,117.4,118.1,119.5,126.0
2013,27,9.3,32.9,55.9,64.1,82.4,94.6,106.9,112.1,117.7,118.1,119.5,126.0
2013,28,12.8,33.1,56.4,65.4,82.4,94.6,107.2,112.8,117.8,118.1,119.7,127.1
2013,29,14.7,33.1,56.6,68.8,,94.6,107.6,113.2,117.8,118.1,120.1,130.1
2013,30,16.0,33.7,56.6,70.1,,94.6,108.1,114.1,117.8,118.1,120.8,131.9
2013,31,18.5,,56.8,71.0,,94.6,,114.3,,118.1,120.8,
