Year,Day,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
2012,29,0.1,14.7,21.6,41.8,63.0,78.4,79.6,77.7,58.3,0.0,0.0,0.0
2012,30,0.2,15.2,22.9,44.3,,80.7,79.8,77.1,56.9,0.0,0.0,0.0
2012,31,0.1,,24.1,44.6,,81.2,,76.5,,0.0,0.0,
2013,01,0.0,0.0,8.8,34.9,53.6,70.6,78.2,90.1,79.0,39.6,0.0,0.0
2013,02,0.0,0.0,9.4,34.9,53.8,67.4,78.3,90.1,78.0,35.9,0.0,0.0
2013,03,0.0,0.0,11.4,35.0,54.1,66.9,77.9,90.1,77.6,33.2,0.0,0.0
2013,04,0.0,0.0,12.4,35.5,54.3,66.9,77.2,91.5,76.6,31.0,0.0,0.0
2013,05,0.0,0.0,13.3,35.8,54.5,67.1,81.3,91.6,75.8,30.2,0.0,0.0
2013,06,0.0,0.0,13.5,36.2,55.3,67.3,79.4,91.3,74.4,29.0,0.0,0.0
2013,07,0.0,0.0,15.2,36.8,55.6,68.8,79.6,90.2,72.8,26.6,0.0,0.0
2013,08,0.0,0.0,17.2,40.0,55.9,69.3,81.2,89.0,71.6,24.3,0.0,0.0
2013,09,0.0,0.4,17.8,40.2,55.9,69.3,81.6,88.1,70.0,22.1,0.0,0.0
2013,10,0.0,0.6,18.6,42.0,56.0,69.4,81.6,87.2,68.3,19.8,0.0,0.0
2013,11,0.0,1.2,18.6,42.2,56.1,69.9,83.6,86.2,67.1,17.7,0.0,0.0
2013,12,0.0,2.4,19.4,42.5,56.3,70.7,82.6,85.1,66.0,15.7,0.0,0.0
2013,13,0.0,3.0,19.8,42.8,56.6,72.1,83.1,84.0,65.5,15.0,0.0,0.0
2013,14,0.0,3.3,20.0,43.1,56.8,71.3,85.6,83.5,64.7,13.4,0.0,0.0
2013,15,0.0,3.3,20.8,43.4,57.3,69.6,85.9,82.7,63.5,11.0,0.0,0.0
2013,16,0.0,3.3,22.2,43.8,57.3,69.3,86.2,82.3,62.0,8.1,0.0,0.0
2013,17,0.0,3.3,24.1,44.0,57.9,70.2,86.3,82.4,60.6,4.1,0.0,0.0
2013,18,0.0,3.4,26.9,44.2,58.1,71.1,86.5,81.5,59.5,1.3,0.0,0.0
2013,19,0.0,4.7,27.6,44.3,58.3,71.7,87.6,80.9,58.1,0.0,0.0,0.0
2013,20,0.0,5.5,29.1,44.3,58.3,72.8,89.7,80.2,57.8,0.0,0.0,0.0
2013,21,0.4,6.1,29.9,44.5,58.6,74.8,89.2,79.4,56.6,0.0,0.0,0.0
2013,22,0.4,7.2,30.0,44.7,59.5,75.9,88.9,79.8,55.2,0.0,0.0,0.0
2013,23,0.8,7.4,30.6,44.8,61.8,76.1,88.8,80.9,53.8,0.0,0.0,0.0
2013,24,0.8,8.4,31.5,45.1,63.2,76.2,88.7,81.3,52.8,0.0,0.0,0.0
2013,25,1.1,7.8,32.0,45.7,63.4,76.5,88.7,81.3,51.3,0.0,0.0,0.1
2013,26,1.2,8.0,33.2,46.2,65.4,76.6,89.1,80.6,50.2,0.0,0.0,0.2
2013,27,1.5,8.1,34.0,46.6,65.6,76.3,89.5,80.7,48.8,0.0,0.0,0.1
2013,28,2.6,8.1,34.8,47.9,65.9,76.2,89.8,81.5,47.8,0.0,0.0,0.2
2013,29,2.5,8.1,34.9,51.3,,76.6,90.1,80.7,45.1,0.0,0.0,0.1
2013,30,0.4,8.4,34.9,52.6,,77.4,90.3,80.4,42.3,0.0,0.0,0.4
2013,31,0.0,,34.9,53.5,,77.7,,79.9,,0.0,0.0,
