Year,Day,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
2015,02,0.0,16.8,38.7,57.0,70.0,81.9,94.5,98.9,101.9,102.2,102.7,106.2
2015,03,0.0,17.9,38.8,57.0,70.6,81.9,94.5,98.9,102.1,102.2,102.7,106.3
2015,04,0.1,19.9,39.0,57.0,70.7,81.9,94.7,98.9,102.2,102.2,102.7,106.3
2015,05,0.2,21.7,39.4,59.2,71.1,81.9,94.7,98.9,102.2,102.2,102.7,106.7
2015,06,0.2,22.2,39.9,62.5,73.4,81.9,94.7,99.4,102.2,102.2,102.7,106.8
2015,07,0.2,22.8,41.2,62.5,75.2,81.9,94.8,99.4,102.2,102.2,102.7,107.4
2015,08,0.2,22.8,41.2,62.5,77.0,82.0,95.0,99.4,102.2,102.2,102.7,107.4
2015,09,0.2,23.0,41.2,62.5,77.8,82.0,95.3,99.5,102.2,102.2,102.7,107.4
2015,10,0.2,24.0,43.2,62.5,79.1,82.0,95.4,99.5,102.2,102.2,102.7,107.4
2015,11,0.2,24.0,44.4,62.5,79.6,82.1,95.6,99.5,102.2,102.2,102.7,107.4
2015,12,1.1,24.0,45.1,62.5,79.6,82.6,96.5,99.8,102.2,102.2,102.7,107.4
2015,13,1.2,24.0,45.2,62.5,79.6,82.6,96.6,100.5,102.2,102.2,102.7,107.4
2015,14,1.5,24.0,45.3,62.6,79.6,82.7,97.0,100.7,102.2,102.2,102.7,107.4
2015,15,2.0,24.1,45.4,62.6,79.6,85.4,97.7,100.8,102.2,102.2,103.8,107.4
2015,16,2.9,24.1,45.4,63.1,79.6,87.5,97.7,100.8,102.2,102.2,103.8,107.4
2015,17,3.0,24.4,45.6,63.3,79.6,87.7,97.7,100.9,102.2,102.2,103.8,107.5
2015,18,4.6,24.4,45.9,66.3,79.6,87.9,97.7,100.9,102.2,102.2,103.8,108.0
2015,19,4.8,24.5,46.5,67.4,79.6,87.9,97.7,100.9,102.2,102.2,103.8,108.1
2015,20,4.9,24.5,47.1,67.7,79.9,88.0,97.7,100.9,102.2,102.2,103.8,108.3
2015,21,5.5,25.0,50.6,67.8,80.5,88.2,97.7,101.1,102.2,102.2,103.8,108.4
2015,22,6.0,26.3,51.6,67.8,80.6,88.8,97.7,101.1,102.2,102.2,103.8,108.4
2015,23,8.9,27.4,52.0,68.0,80.6,89.1,97.7,101.3,102.2,102.3,103.8,108.4
2015,24,9.3,28.5,53.6,69.2,80.6,89.5,97.9,101.4,102.2,102.3,103.8,108.4
2015,25,9.9,31.0,54.1,69.6,80.6,90.3,98.4,101.5,102.2,102.4,103.8,108.5
2015,26,11.2,36.0,54.2,69.6,80.7,92.6,98.6,101.5,102.2,102.5,103.8,108.6
2015,27,12.4,36.1,54.3,69.6,81.2,92.6,98.8,101.5,102.2,102.6,103.8,108.6
2015,28,12.5,37.4,56.2,69.6,81.9,93.0,98.9,101.6,102.2,102.6,103.9,108.6
2015,29,14.3,38.5,56.7,69.6,,93.3,98.9,101.6,102.2,102.7,103.9,108.6
2015,30,14.7,38.6,57.0,69.6,,93.3,98.9,101.6,102.2,102.7,104.9,108.6
2015,31,16.2,,57.0,69.6,,93.3,,101.6,,102.7,105.9,
