Year,Day,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
2014,27,0.5,6.6,15.8,31.2,56.2,76.6,91.6,86.7,58.1,0.0,0.0,0.0
2014,28,0.7,6.4,15.8,31.2,56.6,77.0,93.4,85.3,57.3,0.0,0.0,0.0
2014,29,1.4,6.4,15.9,31.8,,78.8,93.5,85.1,55.9,0.0,0.0,0.0
2014,30,1.9,6.4,16.0,32.9,,80.5,93.7,84.5,54.5,0.0,0.0,0.0
2014,31,1.9,,15.8,34.0,,81.0,,83.9,,0.0,0.0,
2015,01,0.0,0.1,6.2,13.0,18.2,21.1,23.4,24.7,0.0,0.0,0.0,0.0
2015,02,0.0,0.3,6.2,13.1,18.6,21.3,23.6,24.1,0.0,0.0,0.0,0.0
2015,03,0.0,0.4,6.3,13.3,18.9,21.3,23.6,23.5,0.0,0.0,0.0,0.0
2015,04,0.0,0.3,6.0,13.3,19.1,21.2,23.8,22.9,0.0,0.0,0.0,0.0
2015,05,0.0,0.0,6.1,16.4,19.4,21.3,23.8,22.1,0.0,0.0,0.0,0.0
2015,06,0.0,0.0,5.7,15.7,19.8,21.1,23.8,22.5,0.0,0.0,0.0,0.0
2015,07,0.0,0.0,6.5,15.5,18.9,21.0,24.0,22.5,0.0,0.0,0.0,0.0
2015,08,0.0,0.0,6.3,15.5,19.1,21.0,24.0,22.2,0.0,0.0,0.0,0.0
2015,09,0.0,0.0,6.1,15.7,19.1,21.0,24.4,21.6,0.0,0.0,0.0,0.0
2015,10,0.0,0.6,6.4,15.8,19.4,21.1,24.4,20.8,0.0,0.0,0.0,0.0
2015,11,0.0,0.6,5.3,16.0,19.0,21.0,24.8,19.9,0.0,0.0,0.0,0.0
2015,12,0.0,0.8,5.3,16.1,18.8,21.1,25.9,19.4,0.0,0.0,0.0,0.0
2015,13,0.0,2.2,5.1,16.3,18.6,20.8,26.0,18.8,0.0,0.0,0.0,0.0
2015,14,0.0,2.2,5.3,16.4,18.7,20.7,26.6,18.4,0.0,0.0,0.0,0.0
2015,15,0.0,2.3,5.1,16.6,18.6,20.4,27.2,17.7,0.0,0.0,0.0,0.0
2015,16,0.0,2.3,4.9,17.0,18.6,20.4,27.2,17.1,0.0,0.0,0.0,0.0
2015,17,0.0,2.6,4.7,17.2,18.7,20.0,27.0,16.3,0.0,0.0,0.0,0.0
2015,18,0.0,2.6,4.7,18.5,18.6,20.3,26.8,15.0,0.0,0.0,0.0,0.0
2015,19,0.0,2.7,5.0,18.5,18.5,20.4,26.6,13.9,0.0,0.0,0.0,0.0
2015,20,0.0,2.7,5.6,18.9,18.9,20.4,26.3,13.0,0.0,0.0,0.0,0.0
2015,21,0.0,3.2,8.4,19.0,19.7,20.5,26.0,11.8,0.0,0.0,0.0,0.0
2015,22,0.0,3.6,8.3,19.1,19.6,20.9,25.7,10.4,0.0,0.0,0.0,0.0
2015,23,0.0,5.0,8.4,19.1,19.7,21.2,25.5,9.5,0.0,0.0,0.0,0.0
2015,24,0.1,7.0,9.4,19.0,19.7,21.9,25.7,8.5,0.0,0.0,0.0,0.0
2015,25,0.1,8.1,9.2,18.2,19.7,22.5,26.3,7.5,0.0,0.0,0.0,0.0
2015,26,0.2,7.7,9.4,18.2,19.7,24.0,26.5,6.6,0.0,0.0,0.0,0.0
2015,27,1.3,6.9,9.7,18.2,20.4,23.0,26.4,5.6,0.0,0.0,0.0,0.0
2015,28,1.2,6.5,11.9,18.2,21.3,23.0,26.2,3.9,0.0,0.0,0.0,0.0
2015,29,1.4,6.4,12.6,18.3,,22.9,25.6,2.0,0.0,0.0,0.0,0.0
2015,30,0.8,6.2,12.7,18.3,,22.7,25.2,0.5,0.0,0.0,0.0,0.0
2015,31,0.4,,12.8,18.4,,22.4,,0.0,,0.0,0.0,
